"id";"region_id";"region_title";"region_city";"all_region";"start";"end";"clean_end";"intersection_alarm_id"
"13245";"16";"Рівненщина";"Рівненська обл.";"1";"2022-05-24 13:44:26";"2022-05-24 14:02:22";"2022-05-24 14:02:22";NULL
"13261";"18";"Тернопільщина";"Тернопільська обл.";"1";"2022-05-24 13:44:39";"2022-05-24 14:03:54";"2022-05-24 14:03:54";NULL
"13198";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-24 14:05:00";"2022-05-24 14:28:09";"2022-05-24 14:28:09";NULL
"13296";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-24 14:05:21";"2022-05-24 14:27:40";"2022-05-24 14:27:40";NULL
"13034";"2";"Волинь";"Волинська обл.";"1";"2022-05-24 15:04:52";"2022-05-24 15:34:32";"2022-05-24 15:34:32";NULL
"13246";"16";"Рівненщина";"Рівненська обл.";"1";"2022-05-24 15:05:29";"2022-05-24 15:34:21";"2022-05-24 15:34:21";NULL
"13077";"5";"️Донеччина";"Краматорськ";"0";"2022-05-24 15:10:07";"2022-05-24 15:30:07";"2022-05-24 15:30:07";"13083"
"13078";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-24 15:12:05";"2022-05-24 15:30:07";"2022-05-24 15:30:07";"13083"
"13079";"5";"️Донеччина";"Лиман";"0";"2022-05-24 15:12:11";"2022-05-24 15:30:07";"2022-05-24 15:30:07";"13083"
"13080";"5";"️Донеччина";"Дружківка";"0";"2022-05-24 15:12:26";"2022-05-24 15:30:07";"2022-05-24 15:30:07";"13083"
"13081";"5";"️Донеччина";"Святогірськ";"0";"2022-05-24 15:12:26";"2022-05-24 15:30:07";"2022-05-24 15:30:07";"13083"
"13082";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-24 15:12:26";"2022-05-24 15:30:07";"2022-05-24 15:30:07";"13083"
"13083";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-24 15:14:53";"2022-05-24 15:30:04";"2022-05-24 15:30:04";NULL
"13084";"5";"️Донеччина";"Добропілля";"0";"2022-05-24 18:03:10";"2022-05-24 18:24:48";"2022-05-24 18:24:48";"13086"
"13085";"5";"️Донеччина";"Краматорськ";"0";"2022-05-24 18:03:48";"2022-05-24 18:24:48";"2022-05-24 18:24:48";"13086"
"13086";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-24 18:06:33";"2022-05-24 18:24:00";"2022-05-24 18:24:00";NULL
"13087";"5";"️Донеччина";"Святогірськ";"0";"2022-05-24 18:29:41";"2022-05-24 18:41:02";"2022-05-24 18:41:02";NULL
"13088";"5";"️Донеччина";"Краматорськ";"0";"2022-05-24 18:53:09";"2022-05-24 19:24:44";"2022-05-24 18:53:40";"13094"
"13089";"5";"️Донеччина";"Святогірськ";"0";"2022-05-24 18:53:14";"2022-05-24 19:24:34";"2022-05-24 18:53:40";"13094"
"13090";"5";"️Донеччина";"Лиман";"0";"2022-05-24 18:53:19";"2022-05-24 19:24:23";"2022-05-24 18:53:40";"13094"
"13091";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-24 18:53:24";"2022-05-24 19:24:50";"2022-05-24 18:53:40";"13094"
"13092";"5";"️Донеччина";"Дружківка";"0";"2022-05-24 18:53:30";"2022-05-24 19:24:44";"2022-05-24 18:53:40";"13094"
"13093";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-24 18:53:35";"2022-05-24 19:24:39";"2022-05-24 18:53:40";"13094"
"13094";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-24 18:53:40";"2022-05-24 19:26:44";"2022-05-24 19:26:44";NULL
"13268";"19";"Харківщина";"Харківська обл.";"1";"2022-05-24 19:06:24";"2022-05-24 19:23:31";"2022-05-24 19:23:31";NULL
"13251";"17";"Сумщина";"Сумська обл.";"1";"2022-05-24 20:03:07";"2022-05-24 21:16:44";"2022-05-24 21:16:44";NULL
"13269";"19";"Харківщина";"Харківська обл.";"1";"2022-05-24 22:10:00";"2022-05-24 22:20:40";"2022-05-24 22:20:40";NULL
"13095";"5";"️Донеччина";"Святогірськ";"0";"2022-05-24 22:15:50";"2022-05-24 22:52:54";"2022-05-24 22:52:54";NULL
"13096";"5";"️Донеччина";"Краматорськ";"0";"2022-05-24 22:16:06";"2022-05-24 22:52:38";"2022-05-24 22:52:38";NULL
"13097";"5";"️Донеччина";"Дружківка";"0";"2022-05-24 22:16:06";"2022-05-24 22:52:59";"2022-05-24 22:52:59";NULL
"13098";"5";"️Донеччина";"Лиман";"0";"2022-05-24 22:16:06";"2022-05-24 22:52:54";"2022-05-24 22:52:54";NULL
"13099";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-24 22:16:11";"2022-05-24 22:53:04";"2022-05-24 22:53:04";NULL
"13100";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-24 22:16:16";"2022-05-24 22:52:54";"2022-05-24 22:52:54";NULL
"13517";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-25 01:02:45";"2022-05-25 01:23:21";"2022-05-25 01:23:21";NULL
"13554";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 01:02:55";"2022-05-25 01:20:31";"2022-05-25 01:20:31";NULL
"13473";"10";"Кіровоградщина";"Світловодськ";"0";"2022-05-25 01:04:53";"2022-05-25 01:23:31";"2022-05-25 01:23:31";NULL
"13538";"17";"Сумщина";"Сумська обл.";"1";"2022-05-25 01:08:07";"2022-05-25 01:59:26";"2022-05-25 01:59:26";NULL
"13355";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 01:22:39";"2022-05-25 01:48:13";"2022-05-25 01:48:13";NULL
"13334";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-25 02:03:39";"2022-05-25 02:09:46";"2022-05-25 02:09:46";NULL
"13518";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-25 03:21:05";"2022-05-25 06:26:38";"2022-05-25 06:26:38";NULL
"13433";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-25 03:21:22";"2022-05-25 06:28:03";"2022-05-25 06:28:03";NULL
"13474";"10";"Кіровоградщина";"Світловодськ";"0";"2022-05-25 03:21:28";"2022-05-25 03:47:28";"2022-05-25 03:23:30";"13475"
"13555";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 03:21:48";"2022-05-25 06:28:14";"2022-05-25 06:28:14";NULL
"13356";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 03:22:20";"2022-05-25 03:52:07";"2022-05-25 03:52:07";NULL
"13586";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-25 03:23:07";"2022-05-25 03:48:06";"2022-05-25 03:48:06";NULL
"13475";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-25 03:23:30";"2022-05-25 03:47:54";"2022-05-25 03:47:54";NULL
"13539";"17";"Сумщина";"Сумська обл.";"1";"2022-05-25 03:24:25";"2022-05-25 06:29:15";"2022-05-25 06:29:15";NULL
"13335";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-25 03:24:34";"2022-05-25 06:27:01";"2022-05-25 06:27:01";NULL
"13455";"9";"Київщина";"Київ";"0";"2022-05-25 03:32:59";"2022-05-25 03:47:21";"2022-05-25 03:36:02";"13456"
"13421";"6";"Житомирщина";"Житомирська обл.";"1";"2022-05-25 03:34:25";"2022-05-25 03:47:48";"2022-05-25 03:47:48";NULL
"13327";"3";"Вінниччина";"Вінницька обл.";"1";"2022-05-25 03:34:59";"2022-05-25 03:47:36";"2022-05-25 03:47:36";NULL
"13456";"9";"Київщина";"Київська обл.";"1";"2022-05-25 03:36:02";"2022-05-25 03:50:23";"2022-05-25 03:50:23";NULL
"13602";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-05-25 03:36:55";"2022-05-25 03:49:29";"2022-05-25 03:49:29";NULL
"13357";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 04:17:11";"2022-05-25 06:28:31";"2022-05-25 06:28:31";NULL
"13496";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-05-25 04:22:06";"2022-05-25 05:45:24";"2022-05-25 05:45:24";NULL
"13511";"14";"Одещина";"Одеська обл.";"1";"2022-05-25 04:22:11";"2022-05-25 05:40:37";"2022-05-25 05:40:37";NULL
"13328";"3";"Вінниччина";"Вінницька обл.";"1";"2022-05-25 04:37:08";"2022-05-25 06:27:28";"2022-05-25 06:27:28";NULL
"13457";"9";"Київщина";"Київ";"0";"2022-05-25 04:37:13";"2022-05-25 06:30:38";"2022-05-25 06:30:38";"13458"
"13587";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-25 04:38:36";"2022-05-25 06:26:06";"2022-05-25 06:26:06";NULL
"13422";"6";"Житомирщина";"Житомирська обл.";"1";"2022-05-25 04:38:41";"2022-05-25 06:25:59";"2022-05-25 06:25:59";NULL
"13476";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-25 04:38:47";"2022-05-25 06:26:52";"2022-05-25 06:26:52";NULL
"13603";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-05-25 04:39:47";"2022-05-25 06:27:48";"2022-05-25 06:27:48";NULL
"13458";"9";"Київщина";"Київська обл.";"1";"2022-05-25 04:39:54";"2022-05-25 06:26:29";"2022-05-25 06:26:29";NULL
"13581";"21";"Хмельниччина";"Хмельницька обл.";"1";"2022-05-25 04:53:14";"2022-05-25 06:26:16";"2022-05-25 06:26:16";NULL
"13613";"24";"Івано-Франківщина";"Івано-Франківська обл.";"1";"2022-05-25 04:53:32";"2022-05-25 06:27:06";"2022-05-25 06:27:06";NULL
"13322";"2";"Волинь";"Волинська обл.";"1";"2022-05-25 04:53:49";"2022-05-25 06:27:21";"2022-05-25 06:27:21";NULL
"13429";"7";"Закарпаття";"Закарпатська обл.";"1";"2022-05-25 04:54:37";"2022-05-25 06:27:38";"2022-05-25 06:27:38";NULL
"13492";"12";"Львівщина";"Львівська обл.";"1";"2022-05-25 04:54:45";"2022-05-25 06:29:06";"2022-05-25 06:29:06";NULL
"13318";"1";"Буковина";"Чернівецька обл.";"1";"2022-05-25 04:55:05";"2022-05-25 06:28:25";"2022-05-25 06:28:25";NULL
"13533";"16";"Рівненщина";"Рівненська обл.";"1";"2022-05-25 04:55:18";"2022-05-25 06:28:46";"2022-05-25 06:28:46";NULL
"13549";"18";"Тернопільщина";"Тернопільська обл.";"1";"2022-05-25 04:56:08";"2022-05-25 06:28:58";"2022-05-25 06:28:58";NULL
"13358";"5";"️Донеччина";"Краматорськ";"0";"2022-05-25 07:17:39";"2022-05-25 08:22:05";"2022-05-25 08:22:05";NULL
"13359";"5";"️Донеччина";"Лиман";"0";"2022-05-25 07:17:45";"2022-05-25 08:22:05";"2022-05-25 08:22:05";NULL
"13360";"5";"️Донеччина";"Дружківка";"0";"2022-05-25 07:18:00";"2022-05-25 08:22:05";"2022-05-25 08:22:05";NULL
"13361";"5";"️Донеччина";"Святогірськ";"0";"2022-05-25 07:18:00";"2022-05-25 08:22:05";"2022-05-25 08:22:05";NULL
"13362";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-25 07:18:00";"2022-05-25 08:22:05";"2022-05-25 08:22:05";NULL
"13363";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-25 07:18:05";"2022-05-25 08:22:05";"2022-05-25 08:22:05";NULL
"13557";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 07:21:28";"2022-05-25 08:24:41";"2022-05-25 08:24:41";NULL
"13364";"5";"️Донеччина";"Краматорськ";"0";"2022-05-25 07:22:01";"2022-05-25 08:22:20";"2022-05-25 08:22:20";NULL
"13365";"5";"️Донеччина";"Святогірськ";"0";"2022-05-25 07:22:06";"2022-05-25 08:22:36";"2022-05-25 08:22:36";NULL
"13366";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-25 07:22:16";"2022-05-25 08:22:10";"2022-05-25 08:22:10";NULL
"13367";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-25 07:22:22";"2022-05-25 08:22:31";"2022-05-25 08:22:31";NULL
"13368";"5";"️Донеччина";"Лиман";"0";"2022-05-25 07:22:22";"2022-05-25 08:22:20";"2022-05-25 08:22:20";NULL
"13369";"5";"️Донеччина";"Дружківка";"0";"2022-05-25 07:22:27";"2022-05-25 08:22:31";"2022-05-25 08:22:31";NULL
"13497";"13";"Миколаївщина";"Вознесенськ";"0";"2022-05-25 07:23:37";"2022-05-25 08:28:09";"2022-05-25 08:28:09";NULL
"13498";"13";"Миколаївщина";"Южноукраїнськ";"0";"2022-05-25 07:24:39";"2022-05-25 08:28:04";"2022-05-25 08:28:04";NULL
"13499";"13";"Миколаївщина";"Єланець";"0";"2022-05-25 07:24:45";"2022-05-25 08:28:14";"2022-05-25 08:28:14";NULL
"13370";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 08:29:22";"2022-05-25 09:39:52";"2022-05-25 09:39:52";NULL
"13558";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 08:47:33";"2022-05-25 09:37:42";"2022-05-25 09:37:42";NULL
"13434";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-25 09:05:09";"2022-05-25 09:31:28";"2022-05-25 09:31:28";NULL
"13336";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-25 09:05:44";"2022-05-25 09:35:43";"2022-05-25 09:35:43";NULL
"13588";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-25 09:07:51";"2022-05-25 09:31:36";"2022-05-25 09:31:36";NULL
"13477";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-25 09:07:57";"2022-05-25 09:32:26";"2022-05-25 09:32:26";NULL
"13519";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-25 09:08:07";"2022-05-25 09:32:32";"2022-05-25 09:32:32";NULL
"13371";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 10:13:41";"2022-05-25 10:19:20";"2022-05-25 10:19:20";NULL
"13372";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 10:35:30";"2022-05-25 11:07:57";"2022-05-25 11:07:57";NULL
"13559";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 10:41:28";"2022-05-25 11:07:47";"2022-05-25 11:07:47";NULL
"13373";"5";"️Донеччина";"Краматорськ";"0";"2022-05-25 11:55:23";"2022-05-25 13:00:23";"2022-05-25 13:00:23";NULL
"13374";"5";"️Донеччина";"Добропілля";"0";"2022-05-25 11:55:34";"2022-05-25 13:00:34";"2022-05-25 13:00:34";NULL
"13375";"5";"️Донеччина";"Лиман";"0";"2022-05-25 11:55:39";"2022-05-25 13:00:34";"2022-05-25 13:00:34";NULL
"13376";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-25 11:55:44";"2022-05-25 13:00:39";"2022-05-25 13:00:39";NULL
"13377";"5";"️Донеччина";"Святогірськ";"0";"2022-05-25 11:55:44";"2022-05-25 13:00:45";"2022-05-25 13:00:45";NULL
"13378";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-25 11:55:49";"2022-05-25 13:00:34";"2022-05-25 13:00:34";NULL
"13379";"5";"️Донеччина";"Дружківка";"0";"2022-05-25 11:56:03";"2022-05-25 13:00:53";"2022-05-25 13:00:53";NULL
"13337";"4";"Дніпропетровщина";"Першотравенськ";"0";"2022-05-25 11:59:32";"2022-05-25 13:45:57";"2022-05-25 13:45:57";NULL
"13500";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-05-25 12:11:53";"2022-05-25 12:35:58";"2022-05-25 12:35:58";NULL
"13560";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 12:11:59";"2022-05-25 12:57:49";"2022-05-25 12:57:49";NULL
"13512";"14";"Одещина";"Одеська обл.";"1";"2022-05-25 12:12:07";"2022-05-25 12:32:29";"2022-05-25 12:32:29";NULL
"13561";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 13:36:20";"2022-05-25 14:09:42";"2022-05-25 14:09:42";NULL
"13338";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-25 13:47:17";"2022-05-25 14:09:57";"2022-05-25 14:09:57";NULL
"13435";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-25 13:47:23";"2022-05-25 14:09:48";"2022-05-25 14:09:48";NULL
"13380";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 13:48:11";"2022-05-25 14:11:33";"2022-05-25 14:11:33";NULL
"13520";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-25 13:48:42";"2022-05-25 14:11:38";"2022-05-25 14:11:38";NULL
"13540";"17";"Сумщина";"Сумська обл.";"1";"2022-05-25 13:51:28";"2022-05-25 14:18:24";"2022-05-25 14:18:24";NULL
"13381";"5";"️Донеччина";"Дружківка";"0";"2022-05-25 14:36:01";"2022-05-25 15:43:27";"2022-05-25 14:38:21";"13387"
"13382";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-25 14:36:06";"2022-05-25 15:43:27";"2022-05-25 14:38:21";"13387"
"13383";"5";"️Донеччина";"Святогірськ";"0";"2022-05-25 14:36:16";"2022-05-25 15:43:27";"2022-05-25 14:38:21";"13387"
"13384";"5";"️Донеччина";"Лиман";"0";"2022-05-25 14:36:16";"2022-05-25 15:43:27";"2022-05-25 14:38:21";"13387"
"13385";"5";"️Донеччина";"Краматорськ";"0";"2022-05-25 14:36:21";"2022-05-25 15:43:27";"2022-05-25 14:38:21";"13387"
"13386";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-25 14:36:27";"2022-05-25 15:43:27";"2022-05-25 14:38:21";"13387"
"13562";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 14:36:46";"2022-05-25 16:06:13";"2022-05-25 16:06:13";NULL
"13387";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 14:38:21";"2022-05-25 15:43:39";"2022-05-25 15:43:39";NULL
"13339";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-25 14:48:49";"2022-05-25 15:41:27";"2022-05-25 15:41:27";NULL
"13541";"17";"Сумщина";"Сумська обл.";"1";"2022-05-25 14:49:42";"2022-05-25 16:01:13";"2022-05-25 16:01:13";NULL
"13437";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-25 14:49:47";"2022-05-25 15:42:09";"2022-05-25 15:42:09";NULL
"13479";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-25 14:49:52";"2022-05-25 15:42:52";"2022-05-25 15:42:52";NULL
"13523";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-25 14:49:58";"2022-05-25 15:43:03";"2022-05-25 15:43:03";NULL
"13590";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-25 14:50:05";"2022-05-25 15:43:26";"2022-05-25 15:43:26";NULL
"13563";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 17:03:08";"2022-05-25 17:35:22";"2022-05-25 17:35:22";NULL
"13388";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 17:33:55";"2022-05-25 18:11:39";"2022-05-25 18:11:39";NULL
"13564";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 17:46:00";"2022-05-25 18:13:53";"2022-05-25 18:13:53";NULL
"13438";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-25 18:17:44";"2022-05-25 21:48:36";"2022-05-25 21:48:36";NULL
"13604";"23";"Чернігівщина";"Чернігівська обл.";"1";"2022-05-25 18:57:56";"2022-05-25 21:53:32";"2022-05-25 21:53:32";NULL
"13340";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-25 19:03:30";"2022-05-25 21:46:59";"2022-05-25 21:46:59";NULL
"13524";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-25 19:05:58";"2022-05-25 21:47:38";"2022-05-25 21:47:38";NULL
"13389";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 19:06:13";"2022-05-25 20:26:04";"2022-05-25 20:26:04";NULL
"13565";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 19:06:18";"2022-05-25 21:47:04";"2022-05-25 21:47:04";NULL
"13501";"13";"Миколаївщина";"Миколаївська обл.";"1";"2022-05-25 19:06:24";"2022-05-25 21:54:01";"2022-05-25 21:54:01";NULL
"13542";"17";"Сумщина";"Сумська обл.";"1";"2022-05-25 19:06:30";"2022-05-25 21:57:03";"2022-05-25 21:57:03";NULL
"13513";"14";"Одещина";"Одеська обл.";"1";"2022-05-25 19:09:25";"2022-05-25 21:48:30";"2022-05-25 21:48:30";NULL
"13459";"9";"Київщина";"Київ";"0";"2022-05-25 19:33:37";"2022-05-25 21:50:14";"2022-05-25 19:37:32";"13460"
"13329";"3";"Вінниччина";"Вінницька обл.";"1";"2022-05-25 19:34:00";"2022-05-25 21:47:14";"2022-05-25 21:47:14";NULL
"13423";"6";"Житомирщина";"Житомирська обл.";"1";"2022-05-25 19:35:57";"2022-05-25 21:52:53";"2022-05-25 21:52:53";NULL
"13480";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-25 19:36:06";"2022-05-25 21:52:23";"2022-05-25 21:52:23";NULL
"13591";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-25 19:36:39";"2022-05-25 22:02:12";"2022-05-25 22:02:12";NULL
"13460";"9";"Київщина";"Київська обл.";"1";"2022-05-25 19:37:32";"2022-05-25 21:54:09";"2022-05-25 21:54:09";NULL
"13614";"24";"Івано-Франківщина";"Івано-Франківська обл.";"1";"2022-05-25 20:03:38";"2022-05-25 21:52:42";"2022-05-25 21:52:42";NULL
"13583";"21";"Хмельниччина";"Хмельницька обл.";"1";"2022-05-25 20:03:52";"2022-05-25 21:52:36";"2022-05-25 21:52:36";NULL
"13323";"2";"Волинь";"Волинська обл.";"1";"2022-05-25 20:03:57";"2022-05-25 21:50:09";"2022-05-25 21:50:09";NULL
"13430";"7";"Закарпаття";"Закарпатська обл.";"1";"2022-05-25 20:04:03";"2022-05-25 21:53:16";"2022-05-25 21:53:16";NULL
"13493";"12";"Львівщина";"Львівська обл.";"1";"2022-05-25 20:04:13";"2022-05-25 21:50:22";"2022-05-25 21:50:22";NULL
"13534";"16";"Рівненщина";"Рівненська обл.";"1";"2022-05-25 20:04:22";"2022-05-25 21:52:06";"2022-05-25 21:52:06";NULL
"13319";"1";"Буковина";"Чернівецька обл.";"1";"2022-05-25 20:05:26";"2022-05-25 21:53:52";"2022-05-25 21:53:52";NULL
"13550";"18";"Тернопільщина";"Тернопільська обл.";"1";"2022-05-25 20:06:13";"2022-05-25 21:51:48";"2022-05-25 21:51:48";NULL
"13390";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-25 20:26:31";"2022-05-25 21:47:31";"2022-05-25 21:47:31";NULL
"13566";"19";"Харківщина";"Харківська обл.";"1";"2022-05-25 22:18:53";"2022-05-25 22:35:28";"2022-05-25 22:35:28";NULL
"13391";"5";"️Донеччина";"Торецьк";"0";"2022-05-25 23:58:03";"2022-05-26 01:26:42";"2022-05-26 01:26:42";NULL
"13392";"5";"️Донеччина";"Святогірськ";"0";"2022-05-25 23:58:14";"2022-05-26 01:26:57";"2022-05-26 01:26:57";NULL
"13393";"5";"️Донеччина";"Світлодарськ";"0";"2022-05-25 23:58:19";"2022-05-26 01:26:47";"2022-05-26 01:26:47";NULL
"13394";"5";"️Донеччина";"Краматорськ";"0";"2022-05-25 23:58:24";"2022-05-26 01:27:02";"2022-05-26 01:27:02";NULL
"13395";"5";"️Донеччина";"Слов'янськ";"0";"2022-05-25 23:58:24";"2022-05-26 01:26:57";"2022-05-26 01:26:57";NULL
"13396";"5";"️Донеччина";"Лиман";"0";"2022-05-25 23:58:29";"2022-05-26 01:27:18";"2022-05-26 01:27:18";NULL
"13397";"5";"️Донеччина";"Костянтинівка";"0";"2022-05-25 23:58:45";"2022-05-26 01:27:18";"2022-05-26 01:27:18";NULL
"13398";"5";"️Донеччина";"Дружківка";"0";"2022-05-25 23:58:45";"2022-05-26 01:27:08";"2022-05-26 01:27:08";NULL
"13399";"5";"️Донеччина";"Бахмут";"0";"2022-05-25 23:58:45";"2022-05-26 01:26:36";"2022-05-26 01:26:36";NULL
"13772";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-26 00:13:05";"2022-05-26 00:43:21";"2022-05-26 00:43:21";NULL
"13630";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-26 00:13:10";"2022-05-26 00:43:15";"2022-05-26 00:43:15";NULL
"13800";"19";"Харківщина";"Харківська обл.";"1";"2022-05-26 00:13:19";"2022-05-26 00:42:19";"2022-05-26 00:42:19";NULL
"13703";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-26 00:14:17";"2022-05-26 00:42:04";"2022-05-26 00:42:04";NULL
"13742";"10";"Кіровоградщина";"Світловодськ";"0";"2022-05-26 00:16:15";"2022-05-26 00:53:59";"2022-05-26 00:53:59";NULL
"13786";"17";"Сумщина";"Сумська обл.";"1";"2022-05-26 00:17:58";"2022-05-26 00:49:13";"2022-05-26 00:49:13";NULL
"13647";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-26 03:14:35";"2022-05-26 03:33:35";"2022-05-26 03:33:35";NULL
"13648";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-26 05:35:40";"2022-05-26 07:47:49";"2022-05-26 07:47:49";NULL
"13801";"19";"Харківщина";"Харківська обл.";"1";"2022-05-26 05:42:21";"2022-05-26 06:05:35";"2022-05-26 06:05:35";NULL
"13773";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-26 06:10:35";"2022-05-26 07:04:37";"2022-05-26 07:04:37";NULL
"13802";"19";"Харківщина";"Харківська обл.";"1";"2022-05-26 06:10:42";"2022-05-26 07:45:00";"2022-05-26 07:45:00";NULL
"13704";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-26 07:21:16";"2022-05-26 07:45:14";"2022-05-26 07:45:14";NULL
"13631";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-26 07:23:43";"2022-05-26 07:43:24";"2022-05-26 07:43:24";NULL
"13774";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-26 08:38:32";"2022-05-26 09:05:56";"2022-05-26 09:05:56";NULL
"13825";"22";"Черкащина";"Черкаська обл.";"1";"2022-05-26 08:38:37";"2022-05-26 09:06:21";"2022-05-26 09:06:21";NULL
"13743";"10";"Кіровоградщина";"Кіровоградська обл.";"1";"2022-05-26 08:38:44";"2022-05-26 09:06:06";"2022-05-26 09:06:06";NULL
"13632";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-26 08:38:51";"2022-05-26 09:04:39";"2022-05-26 09:04:39";NULL
"13705";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-26 08:39:11";"2022-05-26 09:07:10";"2022-05-26 09:07:10";NULL
"13649";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-26 10:35:31";"2022-05-26 11:08:17";"2022-05-26 11:08:17";NULL
"13803";"19";"Харківщина";"Харківська обл.";"1";"2022-05-26 11:21:46";"2022-05-26 11:47:03";"2022-05-26 11:47:03";NULL
"13706";"8";"Запоріжжя";"Запорізька обл.";"1";"2022-05-26 11:29:02";"2022-05-26 11:46:00";"2022-05-26 11:46:00";NULL
"13633";"4";"Дніпропетровщина";"Дніпропетровська обл.";"1";"2022-05-26 11:30:13";"2022-05-26 11:46:12";"2022-05-26 11:46:12";NULL
"13650";"5";"️Донеччина";"Донецька обл.";"1";"2022-05-26 11:52:42";"2022-05-26 12:48:42";"2022-05-26 12:48:42";NULL
"13775";"15";"Полтавщина";"Полтавська обл.";"1";"2022-05-26 12:10:03";"2022-05-26 12:22:13";"2022-05-26 12:22:13";NULL
